User Name,User Openness,User Conscientiousness,User Extraversion,User Agreeableness,User Emotional range,Friend Name,Friend Openness,Friend Conscientiousness,Friend Extraversion,Friend Agreeableness,Friend Emotional range,Friendship Status
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,RahulBilve8,403.15950270607,502.60948471836156,161.84289376811006,796.5689698611209,191.60191205015914,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,ProjectSeestra,971.3750224487999,38.75073405570922,121.118720334226,118.95500315174212,158.22733612794926,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,DanielNewman,655.4455181704529,488.9482388443959,920.505471196553,946.7004456066787,331.1099869153938,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,barrysilbert,834.0582551386149,534.7800063466399,483.07836276235713,203.61137290879782,775.0813843689983,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,Survivor_AU,629.2639967382867,741.7726038542438,420.088913551817,360.69067389876284,651.7577628194394,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,bisiadjapon,872.8328964844744,622.7835287479535,622.4297781175886,847.3942422145412,201.52833993868703,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,SEC_Careers,590.5445768848588,691.9536469203665,678.8287359739767,468.37883190326534,893.0528192362411,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,tarak9999,773.7827425371046,940.5499026280912,788.9462042565547,948.1022562983445,759.0472345609729,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,Nidhi,572.16201701079,727.884018359352,228.74102680019337,600.093135455003,383.35576937791825,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,imVkohli,578.5888939612926,945.0010321366849,588.4048739350104,644.9875949479681,837.5763966756082,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,aliabbaszafar,385.89001388136865,515.6026146844233,136.11062883900388,548.7045418680802,78.56438222190448,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,AltNews,800.6159386164866,395.0599259492705,469.21505936972403,277.7650331994197,519.6017902707551,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,vijaymilton,209.36608020949498,354.3691676898011,65.62720412384488,454.8964186954144,97.83530976620891,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,mrtesslynch,879.4238533343911,58.287163570143406,241.75401219225157,58.193717241439956,228.65978076029532,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,ShashiTharoor,858.6489214053277,743.105800070227,316.15962944427423,296.7321775627562,641.1592869523097,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,PJukalker,899.4428644410373,444.31104415918526,768.9668586315127,879.5683271394701,103.50001847453599,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,PTI_News,815.801177713407,839.4189642562988,634.2675571285353,436.2419363356984,609.558582537827,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,Cristiano,82.50537349582432,745.1009488779913,665.2908346481163,390.03154810893903,565.6788391315023,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,vinodkambli349,598.7665528927885,752.5564325660678,181.57247289402468,524.9489132609091,642.5048000857103,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,actorvijay,473.9294068717771,489.8063022913644,5.404478809335145,218.88607263473014,211.5074289863168,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,ShaaileshRSingh,660.9533402946626,333.87645873409855,16.10526926081679,271.1536898475671,49.062101600218675,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,AkashVOnline,126.27299597141989,755.1304177290648,1.4742408998654755,385.6431187765719,204.0022708352623,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,buffer,855.1597948949317,798.3326498170446,841.9021807394064,853.6889314365675,864.3187469757436,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,HISTORY,909.2180083176338,846.3395210064442,296.5126364915036,69.50454232222248,899.1329614462397,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,monishaadvani,501.4136826461574,809.88903754267,555.2197682894832,979.0025787559154,432.26791804392906,0
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,Vinayvirmani24,708.8897410282149,680.9132359548364,793.4042438959572,956.4165849138482,357.38654119385023,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,IuliaVantur,309.65459729402636,647.6846034950825,532.325416915078,907.2521386851402,244.85649943621578,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,aaysharma,473.6237208747156,942.7694324901139,819.2684195437927,999.9244133936376,684.6318304452375,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,SohailKhan,198.61338282316655,505.54151825401385,95.06255883198838,516.7402411233645,81.86943414434677,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,atulreellife,74.22745183136847,333.13206133225117,25.846536103150687,271.76659977926676,17.12479573154857,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,luvsalimkhan,966.642782802793,383.47885692121145,114.07682241215933,137.15271829932385,544.1466985412379,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,impoornapatel,383.84598277323704,801.8637215967972,376.3131838873309,904.3050999432593,499.3703000391082,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,iamsnehaullal,512.2633834282483,676.5678175806454,730.8172002924997,831.6841802106163,341.3711675971592,1
BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,arhaankhan0798,96.85383873372922,765.4277091013275,829.2522830519881,813.2097813796578,549.699095558777,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,RahulBilve8,403.15950270607,502.60948471836156,161.84289376811006,796.5689698611209,191.60191205015914,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,ProjectSeestra,971.3750224487999,38.75073405570922,121.118720334226,118.95500315174212,158.22733612794926,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,DanielNewman,655.4455181704529,488.9482388443959,920.505471196553,946.7004456066787,331.1099869153938,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,barrysilbert,834.0582551386149,534.7800063466399,483.07836276235713,203.61137290879782,775.0813843689983,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,Survivor_AU,629.2639967382867,741.7726038542438,420.088913551817,360.69067389876284,651.7577628194394,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,bisiadjapon,872.8328964844744,622.7835287479535,622.4297781175886,847.3942422145412,201.52833993868703,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,SEC_Careers,590.5445768848588,691.9536469203665,678.8287359739767,468.37883190326534,893.0528192362411,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,tarak9999,773.7827425371046,940.5499026280912,788.9462042565547,948.1022562983445,759.0472345609729,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,Nidhi,572.16201701079,727.884018359352,228.74102680019337,600.093135455003,383.35576937791825,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,imVkohli,578.5888939612926,945.0010321366849,588.4048739350104,644.9875949479681,837.5763966756082,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,aliabbaszafar,385.89001388136865,515.6026146844233,136.11062883900388,548.7045418680802,78.56438222190448,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,AltNews,800.6159386164866,395.0599259492705,469.21505936972403,277.7650331994197,519.6017902707551,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,vijaymilton,209.36608020949498,354.3691676898011,65.62720412384488,454.8964186954144,97.83530976620891,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,mrtesslynch,879.4238533343911,58.287163570143406,241.75401219225157,58.193717241439956,228.65978076029532,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,ShashiTharoor,858.6489214053277,743.105800070227,316.15962944427423,296.7321775627562,641.1592869523097,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,PJukalker,899.4428644410373,444.31104415918526,768.9668586315127,879.5683271394701,103.50001847453599,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,PTI_News,815.801177713407,839.4189642562988,634.2675571285353,436.2419363356984,609.558582537827,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,Cristiano,82.50537349582432,745.1009488779913,665.2908346481163,390.03154810893903,565.6788391315023,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,vinodkambli349,598.7665528927885,752.5564325660678,181.57247289402468,524.9489132609091,642.5048000857103,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,actorvijay,473.9294068717771,489.8063022913644,5.404478809335145,218.88607263473014,211.5074289863168,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,ShaaileshRSingh,660.9533402946626,333.87645873409855,16.10526926081679,271.1536898475671,49.062101600218675,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,AkashVOnline,126.27299597141989,755.1304177290648,1.4742408998654755,385.6431187765719,204.0022708352623,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,buffer,855.1597948949317,798.3326498170446,841.9021807394064,853.6889314365675,864.3187469757436,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,HISTORY,909.2180083176338,846.3395210064442,296.5126364915036,69.50454232222248,899.1329614462397,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,monishaadvani,501.4136826461574,809.88903754267,555.2197682894832,979.0025787559154,432.26791804392906,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,Sanakhan_m,640.7884959955572,408.1972262741299,142.95829201290468,200.3781540699961,351.4208477665868,0
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,OfficialSPGB,991.5121833423979,678.5869256284642,217.52565453360089,3.0335228261538782,855.9011125040328,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,abhisar_sharma,549.4091768384491,511.55694657785756,101.30649016964222,659.9573310232603,254.13652989933604,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,anshultrivedi47,582.5052866103401,549.2500584736057,51.85703154353277,436.5930961633704,282.1935491825855,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,QuantumLeapBack,892.0453235787446,574.4202509443355,219.95117460172187,40.8417629608448,560.030726596087,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,bprerna,873.3447927780903,294.1667522334174,156.44216364672803,287.4744005616747,310.3701391368412,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,AzmiShabana,746.8678926030489,420.71669253805675,126.9148644962122,851.1000089501933,132.5637181291063,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,HardikPatel_,157.54668272955553,711.6360491879647,94.20429119015961,386.8812804127226,357.2612894762125,1
kanhaiyakumar,708.2951662683625,595.6934255018483,74.46687570945166,332.0710245197049,275.9568536908951,mehartweets,844.1488601794609,537.3799899150927,135.80646178830435,437.5566208440385,346.3786277779729,1
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,RahulBilve8,403.15950270607,502.60948471836156,161.84289376811006,796.5689698611209,191.60191205015914,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,ProjectSeestra,971.3750224487999,38.75073405570922,121.118720334226,118.95500315174212,158.22733612794926,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,DanielNewman,655.4455181704529,488.9482388443959,920.505471196553,946.7004456066787,331.1099869153938,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,barrysilbert,834.0582551386149,534.7800063466399,483.07836276235713,203.61137290879782,775.0813843689983,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,Survivor_AU,629.2639967382867,741.7726038542438,420.088913551817,360.69067389876284,651.7577628194394,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,bisiadjapon,872.8328964844744,622.7835287479535,622.4297781175886,847.3942422145412,201.52833993868703,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,SEC_Careers,590.5445768848588,691.9536469203665,678.8287359739767,468.37883190326534,893.0528192362411,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,tarak9999,773.7827425371046,940.5499026280912,788.9462042565547,948.1022562983445,759.0472345609729,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,Nidhi,572.16201701079,727.884018359352,228.74102680019337,600.093135455003,383.35576937791825,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,BeingSalmanKhan,140.67468573214998,278.1986459490999,91.80406322789314,390.8445971314636,48.204554433986466,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,imVkohli,578.5888939612926,945.0010321366849,588.4048739350104,644.9875949479681,837.5763966756082,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,aliabbaszafar,385.89001388136865,515.6026146844233,136.11062883900388,548.7045418680802,78.56438222190448,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,AltNews,800.6159386164866,395.0599259492705,469.21505936972403,277.7650331994197,519.6017902707551,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,vijaymilton,209.36608020949498,354.3691676898011,65.62720412384488,454.8964186954144,97.83530976620891,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,mrtesslynch,879.4238533343911,58.287163570143406,241.75401219225157,58.193717241439956,228.65978076029532,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,ShashiTharoor,858.6489214053277,743.105800070227,316.15962944427423,296.7321775627562,641.1592869523097,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,PJukalker,899.4428644410373,444.31104415918526,768.9668586315127,879.5683271394701,103.50001847453599,0
taapsee,478.64023568355765,78.57648325809934,46.521587457433064,209.2784897477083,18.348640814333184,PTI_News,815.801177713407,839.4189642562988,634.2675571285353,436.2419363356984,609.558582537827,0
