Name,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range
IamBilalAshraf,329.10464917306746,754.6501299134325,193.21573689920928,680.8598248452897,333.3478490414844
timpasta,933.7334714431354,38.7728624943483,118.80019305501116,177.00637772380966,247.81818675469154
HBO_UK,900.5287796607797,56.5325950154284,737.477100446038,513.4557670943329,97.5045207296541
Maheshbhupathi,478.52849400101184,700.2377298981502,235.59089843834252,335.2745454114423,563.9044015419197
baraju_SuperHit,238.40570350073799,236.80563900471137,9.495543880012725,175.58513546838256,16.6326240337199
WHOI,972.9289778953673,582.1322263148913,348.94732660173287,67.13088811506901,504.4659296279315
mybmc,265.48019591985997,942.5832805547323,168.422879225957,913.8068375253434,491.8970018859935
dedecrim,908.8964359162829,219.29717702947295,363.65570917778933,292.57388737635097,317.2010453987585
QuantumLeapBack,892.0453235787446,574.4202509443355,219.95117460172187,40.8417629608448,560.030726596087
SEBI_India,103.56684133430922,263.33339159747146,66.91206921592979,172.67635469796662,65.5945531073463
guneetm,497.33681469486424,678.4789654279331,460.8873393588387,941.4407502101066,192.0518729825436
kamaalrkhan,809.6319252536881,620.4414672444296,30.6733531962054,229.5821904187605,467.3541491810774
nikitaruhela8,611.6519238621604,98.5458326429724,58.91071945519266,549.0001310780979,174.2143059301311
AnimalPlanet,855.8367831629134,468.0628829264304,370.305971271335,314.3054090651939,341.6233147664495
bhogleharsha,729.1140480047153,458.3130234632557,78.51297517811007,243.10478712863664,470.19327627305887
SethMacFarlane,958.5432867259718,778.7996491250854,418.744136760521,410.8965724944204,672.6335205718375
cricvizanalyst,730.7890288764339,302.21859381224857,11.091902715727631,0.45058727535640664,473.74322893101413
WWFINDIA,876.460997525035,837.1652053744833,420.1264433760211,463.3014236279717,670.1568133012917
mitraphoenix,815.8711055459186,415.5266605414842,115.30252032678045,177.31887131546765,379.6923295947761
ShamlalAhamed,534.7897861683153,764.5081063595152,483.0504569813797,503.5808557795685,617.093060172654
JayNedaj,586.2556403716708,374.05874375452,942.8653186546911,661.003911898179,482.07570419437315
TheOfficialSBI,762.0594954257956,720.432692900104,632.9356652884591,348.6762123645877,956.4872966409195
TedHope,977.6744476510868,743.9898285088552,406.8153874532385,257.34253777249774,737.1175328245332
RanaDaggubati,667.3339103063624,777.3234282505802,524.0274074125714,696.9401597844552,383.1833006780041
CISFHQrs,753.7676443452657,765.5565467103751,570.4862232974814,491.81733235060295,692.1482816892732
ianamurray,737.7546370433143,80.82421352065484,162.67153120848337,375.38816277447506,127.09770297444905
urstrulyMahesh,682.1415043119146,936.4763812207151,855.8873176467027,956.6427169230502,720.2728105958304
IuliaVantur,309.65459729402636,647.6846034950825,532.325416915078,907.2521386851402,244.85649943621578
RefugeesChief,898.9360251177078,631.8505832678399,479.29407429927653,591.2382841341673,342.8786164173267
emirates,217.60513700120921,900.8277612320896,632.1944080683552,693.2506257374953,827.4095011776021
Chinmayi,870.3102045296876,316.13390442308486,484.83881161489415,246.05334170798693,352.33511547784013
Mike_Phelan_1,93.17984264159767,828.7944769064542,48.553077656154684,505.43014779905394,481.4610733528687
NetflixIndia,801.2341755531751,299.1505230520684,217.4731882159509,207.46820626340894,219.34112331806705
RohanNaahar,991.0810839919418,176.0775369489943,29.466679646185323,22.122551939556644,351.31477994270034
iPriyanka_S,968.7880256885626,15.156148596566222,418.2201614319742,222.86518641737686,115.58062699773464
ernestoyeboah1,901.0112832426806,928.2796495446214,166.45036961944277,182.4419252668414,663.0880506619498
smkoneru,592.6999732418396,792.1564053662033,107.30571884611201,715.9488157897555,323.7457671243281
aaysharma,473.6237208747156,942.7694324901139,819.2684195437927,999.9244133936376,684.6318304452375
jessicakiang,963.6084347375352,17.921659898599508,109.78893965944958,68.77597219006127,166.49329545098485
adidasrunning,831.0809078767531,760.813870047055,176.72090670113815,58.37383996139589,779.078766595139
Eoin16,307.09104774462094,684.2143273889288,408.50184006060664,842.92668163798,376.56876570422406
mcflyharry,288.6151675595079,541.9194850135902,460.6197139528922,633.8100233117011,284.892726445798
michaelfragin,542.6072638344064,764.8618644135206,559.6549098632634,707.4018880475002,520.8838434953683
airnews_vja,334.08052489900837,709.2110154652927,61.59421874970433,495.45842486324256,207.73121621959146
Guttajwala,473.8029692062324,150.08166650813865,40.03676619931357,396.6307033300802,93.04210031585919
Wriddhipops,222.34463773138634,827.777697483865,247.00875336234196,767.8876627044955,560.0649441441437
RCBTweets,585.2864394334492,636.0349067670015,15.16585512774532,7.454890479310028,501.33253619580023
Bergy646,308.00094878206863,493.22953650849865,352.95581269961923,489.0006493625871,431.58936444583674
ImranKhanPTI,842.4485252866665,912.2821004260825,325.25596469366405,291.3923689439166,821.4474871599336
sethimirajee,958.6248635831638,379.5428459819127,228.7928549608097,564.2892497622292,230.37439561694774
SGanguly99,132.4706965276124,621.2742622473035,62.03157016475552,130.039040933292,357.54690034926546
SnehaRajani,380.84601627574324,408.6859066343689,179.43197304594193,853.6714917443853,203.1046094958178
msdhoni,324.3463212564761,575.6750172864402,45.904918474294064,301.99874176570705,648.4593764783098
RameshTaurani,273.0364492277352,775.4313921473832,37.40212256746322,812.2262533915068,245.51152080886578
MathouxHerve,359.5840164088448,228.22073853866786,369.28652007951877,273.74165860575255,150.4053597122727
aanandlrai,369.8154764456801,522.7788127612024,117.02553498084012,846.7401739381469,126.41114948084692
IPCALSCornell,815.7174982787442,527.9894919170713,368.3431954582907,225.20393581349896,329.7405467651813
MikaSingh,190.27089589157748,675.222464739914,399.4188080275585,956.6037113850796,374.23711474006944
francispouliot_,946.4881343629942,68.3409525013176,388.7009454295985,8.539675935186231,372.2700577312779
aditiraohydari,375.47974378360976,397.1898707472187,470.82076777668277,830.6890650892977,113.18670949330462
Emilyrobin,853.9598451306674,785.3054928361137,332.4146471485167,367.5832451262264,773.4330242367018
cjchivers,950.1080550809893,851.2199520198654,205.31678781619212,475.7290425228463,711.1958217071547
boomlive_in,794.170126085754,609.9897703628927,405.4410010914427,294.06085307948115,604.7635917422024
mayankvsharma,547.5162070913345,534.5232553739552,321.41926845748617,764.2201872962485,148.94628939428094
G2H2_Geneva,755.514041015489,754.3566920171972,102.71968728897146,528.8899017177998,257.17749026498444
smritiirani,501.886130848727,851.7130000724837,52.83400493081014,611.979996786487,410.9604789093975
_SlowCheeta_,235.13300794361336,276.3587109700561,280.1745819836443,707.0547407427556,109.85882914464085
sengarlive,284.542026008039,452.801523294462,5.547525038420376,266.56244518962455,29.05434511236038
satyamevjayate,619.2985858695988,555.3586323145548,40.73873834313563,408.2195820372812,280.9439144762017
SohailKhan,198.61338282316655,505.54151825401385,95.06255883198838,516.7402411233645,81.86943414434677
AlizayJaffer,643.9706859471198,468.0371844595167,64.31525595415893,478.84483563550975,321.7651768927831
SwatiWild,958.7607132022632,368.1683079053648,236.90404986709368,71.35082880779203,335.43692969412916
atulreellife,74.22745183136847,333.13206133225117,25.846536103150687,271.76659977926676,17.12479573154857
GautamGambhir,536.8220112460814,445.4678114722834,101.57533725846662,274.13649105080407,405.5499375162711
RajkumarHirani,821.4110368849816,469.5598465057554,137.29275368204603,451.2357531862798,148.49760838479222
BNM_official,33.44217719875975,490.30210143175,150.9339570951963,220.58578694166064,389.5595866948357
sunainaRoshan22,761.7534747922574,882.3907221535643,943.8441993783241,999.5199166334901,479.30139813711594
AuthorDanBrown,922.1533706918397,875.7728093456867,260.9012163846336,812.9886867082018,662.5635622040999
Davos,723.9261164161097,406.1463685951995,378.4007211930003,63.4860259910337,441.59702288008674
PritishNandy,798.4308059699645,355.0419772279789,59.90822326033695,370.09548589537724,281.42028739638135
mehra_ridhi,844.2638246334952,631.8586466301363,884.1876735542826,834.6315590048245,186.90121439361346
agathachristie,975.4879002942034,854.5372610831118,385.0785379538766,816.6840032683992,547.2261013868376
MumbaiMetro3,934.5883435797674,493.66485851932237,265.6961770575428,22.694627269538582,581.8358352659218
Beautifulskin,991.1467264843468,246.88782806943803,944.4005532517428,362.3994891329447,113.91728442274562
CNN,992.3063525025728,893.3919489218003,793.3002769946642,190.66269771397444,950.155769229231
JedSteer,115.45585316419904,629.3415253910758,530.9030714045758,769.3594826309779,481.3457050559958
XMenMovies,909.8866067430206,782.9454367657447,224.45664156235313,612.8070121281268,470.5029531293417
ajinkyarahane88,382.54985573775707,953.6562711299839,619.6658868437777,958.1196990253255,780.0755169198734
Mohnish_Bahl,248.54964023702448,748.8183279277862,170.62108004832655,916.4198924614133,325.6422630532833
HainUrdu,447.57324020541466,202.81390595898108,103.61794190423274,419.1098990287001,21.261842883885606
yasmin_omar6,900.0888459844406,172.4214739530724,518.0199675305395,394.41312007355043,173.34190940517024
shoaib100mph,259.4131734406961,645.2357092419201,54.32128679365156,374.86897365243834,416.9971171266455
surya_14kumar,326.8490040008749,562.0689646085797,136.40538870094366,629.5102416653515,434.8801969009638
RealNYT,979.005316362275,930.5727618199164,959.4364107888871,436.58591561304496,918.617030533299
SasjaBeslik,691.7444862626538,618.1851312497369,256.36210804081384,111.07033090390478,578.8964706522468
duttsanjay,663.1145254148407,700.5803463559415,379.34746101943676,939.4408178501322,298.75958833717976
MizunoRunningEU,983.9736974153944,795.7361924222633,632.0210517387017,33.48620023513982,924.3363510635422
girlofthecloth,857.5075760911477,617.0270906537163,772.6530293278774,898.5851708441623,297.91669358608453
mimansashekhar,757.6227193029086,170.17638744419372,147.79431456626608,442.59523336595987,127.03011652991142
CheyCheyTozzi,596.1353575857903,870.3573628425902,843.2768525079313,961.9104520022646,486.5573299695512
prakashraaj,652.9872199545429,968.688194125142,328.16150647069577,748.7738969476294,711.3245507074236
amyschumer,731.6146500637228,905.7036249698593,730.5586645054486,712.0466705046239,728.6966844739188
MarsCuriosity,955.7970265152164,661.2125019189334,161.89813750201688,22.9016610417645,672.4189027035438
ramyavj,610.6337213708229,642.1583027268704,674.1118697914384,886.4349383652163,258.37843640642143
TaylorMadeGolf,784.1171015310255,785.8873479237366,355.06653077184683,16.175798625712666,938.2266430584873
SayahTweets,844.4058853528092,914.0977606005328,370.8374679808886,630.8563353949681,691.3523027699054
anuragkashyap72,703.196150455929,396.28728813629345,48.78088003596059,427.884114245887,215.01318365856548
MariaTaylor,638.6118513164527,803.4204293248779,816.8957389482547,635.8878512388005,706.7453903725695
TheLallantop,74.30664009871025,212.87572718030685,29.326855236601336,89.35358726673986,1.292369983108943
SF_SEC,639.7976493283039,757.7120704885009,920.6415005943998,484.37540497798125,960.8706410566988
CybilChowdhry,674.3841307577347,700.8959239302687,732.269265242052,859.6961027074576,346.2936033245294
booker_julian,663.4154088071696,178.07000690683023,357.7195913188804,353.36197369014553,200.246365297111
AnupamPKher,799.1903181875429,861.0764543445923,572.1931159128736,983.5910317811547,471.0109248236118
MumbaiPolice,525.302612100907,371.96010791373016,812.4976643909947,359.0822984760412,710.7711996559174
rameshsrivats,515.4452804116959,261.48147105750706,22.28000938955621,18.228030695655374,403.76368147222934
realradikaa,367.0192236134542,826.1705785577174,766.1973947426582,992.6990147151928,469.50418281921065
Snehalaya,806.9401481630202,815.2846875372508,210.50782249821077,742.534178398719,451.3887307708621
GeraintThomas86,115.76281951229956,673.3415046515016,319.22660197636975,464.61059229715363,546.5088257465089
UberFacts,944.2962922881396,405.90744818119634,348.19003147616485,110.82805793901662,687.2578205279415
TripathiiPankaj,196.1769248001654,169.37688029072677,10.424878731227716,191.97081382709612,6.954301404813846
k_satyarthi,911.401810035365,854.3972644933557,495.96322779451583,770.1989136093406,680.3930049855369
PrettyBoy_FOKN,380.2910238979023,431.9706081075916,84.00499039968324,434.60391770940487,334.7624285737687
ChitraSarwara,526.0472114769067,849.2344502000442,88.16999329919368,596.384928770032,427.60717451383334
myogiadityanath,256.452392869835,750.1000365084875,118.68890764295514,670.0490512376385,439.2912021134094
Caradelevingne,866.9657984762197,726.2747787752658,677.884564218243,871.7210350508071,338.47865167340075
ReelLifeProdn,95.16410288791405,258.56657882664194,17.425201328046036,214.84812598817993,10.637980586100436
SONIYALOVESYOU2,272.2831151572873,224.95434733058883,102.59856569951253,509.8954954161683,36.94621131504755
WisdenCricket,418.941372386331,529.2743207836855,19.996200225929627,16.631348086789068,457.80261276396135
POPSUGARFashion,912.869774084392,739.3297006192439,994.9300754913565,447.05701640836696,857.9900240266245
tnyfrontrow,994.2787220847565,97.8269850851799,350.434516162777,38.98212423422759,395.468835887164
YYarni,476.5524672667287,194.81615204141113,414.07599300126293,465.7102143688679,402.7878332619941
vennelakishore,231.29757666447165,329.282673348233,69.67810611573566,706.758653418232,82.7186778000994
TheEllenShow,701.5471551653645,722.1193923914469,688.8876529626124,655.0763656569119,622.7716025208606
LewisCapaldi,20.536253722186316,246.45985866733517,614.2905420722628,669.2311685408587,67.14983608270708
Flipboard,958.5799816143558,862.7714634378103,613.7153109661459,219.34427637337328,688.2801113436099
AmoskiprutoS,25.72136045482487,339.2194065111491,744.4875463595482,707.588854904406,267.66898083783667
rahulkanwal,703.7399722463668,596.0681795955416,387.7620692914098,285.10632423584116,348.64017456147576
UN,850.9761202948389,759.7833053105113,434.1342468794657,298.9136330251882,634.0688775417929
MaxRaphaelGreen,966.5388855263011,773.8002987183214,552.1933791014276,587.5716908104449,766.2237792163326
amblin,971.4685455826983,788.2973772264603,184.91794629510204,275.08540303153677,668.4617832569573
glennmcgrath11,224.68357543072847,853.9318423672108,627.3603113185106,716.3319365831659,717.4929457793696
necromandrea,906.9996712754513,216.6570043455559,316.50801259876226,298.5101771703054,272.4642598520206
RANDCorporation,897.0986569376707,653.1606849501,399.83927431051654,207.93421257889332,749.1344771513693
patricksanfran,897.3799726478495,866.8512677260185,249.64734033972147,393.8620067198684,580.45363893337
iycmahe,140.4321569647153,373.46577562453996,36.96597460019036,299.753022544905,84.23380640538852
SAfridiOfficial,521.7400792535394,915.0187778705559,270.74700997918757,834.3528065417545,641.9204718047781
ihansika,544.5838340912245,777.9674395273232,637.2226160705012,966.987666359155,336.1102582992226
VivicaKraak,782.1192733294757,763.8598306888307,255.76486338006598,256.0831518239247,454.8442793430997
Suriya_offl,570.3524875311456,797.339757449681,221.24040329722266,780.7795521646021,400.71371446645406
Boston_SEC,692.8448273323058,876.8375334806481,925.5033631454274,516.971857425012,968.7453986487278
Gmaxi_32,343.512538797297,781.3847518702578,353.93144917691603,488.9519714090532,587.8528344128788
melissarfleming,964.1238967029864,513.3036076566702,378.36822380529594,421.5087214913257,311.7718606174955
WSJ,964.7857596863622,722.6012915189788,636.5073315026275,33.07752894291105,918.1331827902908
dhruv_rathee,890.258013927509,485.2017450172524,318.3517980458731,198.1672922114725,523.1024196422583
IndSuperLeague,398.6082765503685,663.0787611194403,41.4939821146566,29.804263447772094,573.2197003458483
AmrutaOfficial,323.90162237535833,211.86921746464276,219.64950319326738,702.1823116210932,45.396208965805876
radhika_apte,701.103586389972,490.48816018814756,258.8941204876613,548.9324961256472,263.6002282425164
sivakoratala,568.168144043686,872.8017119911766,129.33182007504374,802.095704849859,581.0707534459981
SIKirkpatrick,868.970651894857,790.1028701676084,388.888625099528,446.2922924269983,348.0547335019337
gazalstune,860.7847365615985,259.5358534871703,392.2263759467009,853.0067594280374,99.91168173402009
YeeeeeesHowGood,460.488676131656,211.50478424682058,172.0489559973603,70.19555578712,350.6909407167063
narendramodi,674.0711195703457,856.1294368002401,502.39729827049064,456.7996262234294,440.2007259588659
VishnuNDTV,893.5054232199408,621.2699905200859,156.45286253793256,38.83696296726791,596.3329839679088
MuniDharshan,887.455838958217,938.6960944500065,788.5651673645337,179.94761626072236,810.9941995841539
Sharekhan,752.7761883557778,842.3105081448628,756.4160222241572,403.2864957754415,892.7265402018261
Hermesparcels,731.1711866540605,972.7460000682295,957.0940255057709,990.107944096163,872.0304361968383
ava,889.6232322701045,846.2576737023043,777.2463919681259,987.6894245482688,569.3371764403536
AkhilAkkineni8,535.7124695891104,973.5755924087009,781.337126196407,971.9465354599225,718.2026784097361
GraemeSmith49,337.19313713547115,767.1903066886032,491.9754389873667,673.2524312821386,621.5594829115726
trishtrashers,641.4713373304198,947.8368557234003,946.4564194902742,999.713061044759,742.6956190459588
jatinsapru,498.6975013779343,555.7854803800973,74.21309009542254,157.60444596852514,531.7180944587441
RanveerOfficial,503.74776985013204,275.38183958353034,92.18178091834555,30.442752582472423,289.77547760256397
BanitaSandhu,378.6159485794087,497.36341296986046,303.51085849082284,763.3043338337349,171.133804601866
LedleyKing,170.05443468551107,783.0190339347363,32.835392821214334,278.88480451308584,644.3187008532877
AdiviSesh,675.534864369972,552.3109704693103,251.53634384489888,689.5426979833985,318.2518489806141
chay_akkineni,668.1078310062748,860.628957923419,221.3364657480533,814.4949958852695,314.51933153366775
mvj888,360.36638170629277,940.0013260221496,820.967335844142,993.6779992351268,800.4706912113649
pinkvilla,733.0893529107142,370.5090860660386,474.56578298316566,528.6950734101321,159.19792267546578
BallsyWomen,153.00497810061947,32.487533726298146,421.35475789667134,112.60157441083074,45.031712075811804
anothergaze,978.1361576857769,306.847806192889,428.2445026308014,360.68612307389446,134.11932692681
HannahSeidlitz,922.7643931262684,121.12223441112558,548.3330664915533,218.38424636824732,283.32121805470223
IndiGo6E,661.078303869353,940.4439047147022,642.2043437478692,833.3946164961744,802.27872002962
dacourtolivier,344.6390923616549,235.33260181061615,385.24620261120276,271.621334194758,124.62907969417824
EnduranSobebo,317.61779362110826,794.8480650151683,15.308625327987047,168.2952334799351,912.0743767094539
AWSStats,9.816051634697898,570.8652360777671,2.1292746847836885,24.310465508616375,148.5058529890655
shooterdadi,188.38922729154635,504.68149543987295,14.198086792595765,524.5821773500016,81.21094194942985
NatGeoChannel,964.1742904224282,732.4524769445292,399.8768868130849,121.51102001388608,739.9048150261497
IamChiragpatil,452.06226539577347,345.00414479569105,60.92715720848102,357.9038253173986,176.74280574844693
initiativeMENA,943.4389883821706,585.4715659646804,542.2818074878365,76.97714522912902,527.4221709278842
MrAkvarious,856.0904623269321,294.2426123190559,126.61548153211439,495.95832097337126,122.22451104523662
RaoKavitha,698.5682737340933,906.6881140411458,624.9700929884744,721.0836036081758,557.994746341957
SteveKandell,853.8082389516421,184.4543165997194,347.38346173131987,385.02177516919613,470.2221685177659
venketramg,751.7247745144535,579.4731230132574,568.7803796231508,574.0413687388466,179.75462293911616
varusarath,256.12614380789927,612.7816821796732,139.84247031876245,806.5561668441903,261.9459655073968
latasrinivasan,665.5498786640011,444.61677718621456,91.81064078124767,245.29273746982938,329.63936544080417
MaheshNBhatt,640.8541840303434,461.9911823660859,30.352003934075945,573.1499365721717,182.85965278406823
GiGiHadid,745.9041930153176,662.2531958311603,320.20596888330857,717.2070108104932,401.7000859138809
Asli_Jacqueline,194.4226715800021,345.90378765209624,371.03866286535356,357.0991397939452,119.65161135681879
KubbraSait,792.1454637153145,441.49066932087595,518.7018488861695,698.7284049342146,361.48606298527216
natureismetaI,974.1043512429725,73.42298621972826,196.84539068931457,1.1702249811532117,415.17824602196754
Pataakha1,690.3454569601441,146.45791179012917,634.2661619179135,473.0024541147123,58.72332570305
drsugata,794.3206409022566,747.7332397592245,437.0921505324028,377.3147082820838,648.2129475175504
PTUshaOfficial,548.2692207654276,928.9958399605902,493.02942891913057,734.2520124002666,782.8937764335375
Space_Station,657.4384898981784,830.2468261029247,40.9346139579928,45.356901997919586,576.7798431895617
luvsalimkhan,966.642782802793,383.47885692121145,114.07682241215933,137.15271829932385,544.1466985412379
pokershash,328.72102109190075,291.8853558363521,64.79474579906585,491.27656535199816,138.04948067238436
aliaa08,455.921759789369,203.6543360993246,67.70736722921178,359.4705134154222,20.116090482435123
arrahman,554.0696570176154,748.4104760177522,103.82569540361814,421.4096642573384,550.1109392236476
Snydel,949.9900995174229,41.94072272406424,37.2574455031911,75.11196061247938,212.0381822807801
yrf,595.7996893224871,287.85801461195905,432.30464387434705,376.91298626166247,206.2107495110577
ADFFilms,259.8027011275004,741.2225436488709,39.4144791148619,462.93537222783516,247.0743211808058
thedeol,317.7643041863814,512.5467257858803,262.75163497024914,627.7229885076111,104.51653418583324
DoP_Bose,498.9346614809138,577.2592796700293,513.1564221781176,791.2552088072,379.6232910773318
ImZaheer,410.55299644506925,933.3688359617901,602.5300818085791,771.9825505567202,770.9762102898396
markdelmars,675.1221922367521,213.818395376621,166.19084026334403,110.8725830344911,553.0318870856674
SmartCities_HUA,832.1019581653082,458.81467750603156,652.8698162210218,87.43717818635326,788.1499021334461
marcmaron,801.338844207192,603.5568349301626,741.5551079002339,729.5414538594678,384.4929160238931
piersmorgan,657.9197196410145,153.66047363754925,276.8740129761292,382.1664633420035,322.5832953587804
RajeevMasand,906.1209071648929,222.31382358722297,287.85859409427223,673.624416570132,234.91674883459734
KieronPollard55,397.6634544447429,895.2685741551069,731.9376672478339,917.7793426674203,739.5825882315896
RaivanderGouw,7.87553357773918,610.2765206854564,234.3262127782053,622.3501472048663,484.38821933448986
PaulJheeta,461.8689607655603,894.9806213471794,732.5352618614506,986.9151405087927,624.7155925481371
ReelReptile,726.8678370862167,182.0217925354875,49.18970737259015,262.6752378119627,273.92625778600774
SecComMY,430.4859653505296,706.0633932735341,491.3764021773696,405.43553005327203,429.4694286398162
ZairaWasimmm,787.863035479409,434.7630830731318,178.1393120641312,781.9922778461339,215.33690904761548
roshanishenazz,930.7104977984471,752.3256479303524,324.6104864337899,358.80049786636005,587.4405257640938
SamanthaPrabuFC,599.8263479131059,697.5807767911077,139.26362857915726,583.7935394395738,198.03104303631525
Ram_Guha,967.8788195545802,621.6370628635337,158.9878718612017,141.23218965603778,497.4637248200413
chopshopghana,406.26228572009416,991.4021985801285,760.5982317184978,946.6388482433567,769.2253508777203
DaleSteyn62,347.4708154548095,440.1073242817169,276.89868567608994,290.46898506128383,510.8853369267792
BBCFOUR,889.590393840189,460.91228505117743,491.22859964392467,217.59599369719672,341.9808509351646
gatesfoundation,754.8336021521571,790.8679903472676,273.36655700637357,261.96916416699963,735.2722424873231
rosenior_liam23,304.8020893512612,465.84583262313555,518.7976799127365,834.4050259956553,400.600055644318
HelicopterEela,496.70676818284437,235.502920970812,63.74850076290461,391.45086182909284,30.16092091142941
BobbiBrown,946.674730131238,902.2095834260894,889.0083383844685,865.2678730783612,865.6495902986678
maxboconnell,940.2383114162307,49.18292038242367,150.06461769077433,175.57036162095835,277.7477913169406
Advani_Kiara,444.4313756982541,333.54404027468235,235.9250745955027,507.1557119316528,27.1661154765131
RickieFowler,427.7132381939772,900.2621580178707,325.20368091956,410.91697419799715,761.001102722068
timesofindia,671.8924497108001,771.0791979861393,305.56245072310907,667.830256794969,483.030668046703
sridevisreedhar,769.3423143717333,84.84401271940861,21.96246194722995,71.03436286847325,4.081667389677024
SethShruti,527.726219279176,614.4732519117742,130.21240653629957,627.8703591683951,290.3739367993167
brahmatmajay,626.4215536844273,115.47883859833263,18.092718595998925,117.11169052040165,25.303799826362162
WordWhispers,977.1089100448364,356.25712281326935,238.81554051402426,468.7813768737853,492.59081404604854
soniabahl,979.7038138772735,168.3774629789118,358.092653892886,207.5946531760734,220.12699155692476
ssk1122,574.8473900998404,916.0131676305161,822.6252662828203,985.4576118390569,537.0419724114095
madversity,883.48507341512,365.10279055183673,423.38677663312643,106.11229861088967,461.26391103238586
runnersworld,626.8672707278602,822.5624101997636,436.2614522335213,21.835762813047555,847.097647453731
EFLFighters,926.3995951508767,949.9443669420002,374.0177951589565,248.86223741736868,737.3596141781644
rivakishann,339.65331263775266,118.59102433566432,165.98014817878337,735.8569199501466,60.717035099417615
NatGeo,993.6180236727903,552.7439447491176,147.73926623341154,8.182743811150639,635.0663815896041
ravishndtv,126.63921219504704,148.70656111098464,12.707769451104078,88.42324654298083,13.22895661865231
SVCCofficial,391.9890015951712,207.12333120225057,36.15018015642602,333.75980873728474,39.57954534568475
VijaySethuOffl,585.9397116108046,289.0857804708772,23.243805375961045,261.8707201459725,22.529811088211282
AshaRangappa_,968.3275448366487,693.6883266958698,294.8924608202652,374.4885549448251,712.5083657283477
JonBramnick,905.3497355711435,868.4341289109344,954.5369410820788,763.576170947866,898.1792850021131
teegala_kranthi,491.40119703886904,552.7399701101396,198.17853609090446,316.95567844373517,475.5897641481854
AtsukoComedy,662.0818748474311,225.06414004906145,623.5633866838789,368.748583779421,341.0841339085337
diljitdosanjh,87.83779014194066,390.4514436061096,46.31873088730365,536.1637999813873,58.83938973826414
jiteshpillaai,863.0736102150322,416.34131365473235,128.1669372948966,582.2262176633083,329.86193088502966
SyedaNain18,496.46503729738697,840.7745809341695,542.1896975528349,888.1919268868493,584.5584230272383
roshanpinkie,126.7669927005331,370.8240882711268,256.10256552227617,990.51690422114,158.73869720928712
madebygoogle,232.0000022757503,678.4399730523636,712.324125814563,466.1843162270096,636.8713888604616
Malabartweets,999.3136780285605,952.2630540740199,997.4309597349452,972.6640691119079,910.3372273553354
MajDPSingh,644.5203350132384,691.7810894281033,85.66015301571284,740.6294932702045,510.3901890742045
carla_filmigeek,979.8888046164906,96.42566020683974,161.48606587739616,326.94974320827254,295.7729700146966
LuvFilms,591.4230528641266,446.81568221200416,142.6009593272774,648.4841412512712,77.80171272316078
Ashwin_saravana,869.0877867938481,523.2623394769627,148.5563407645512,478.215290832399,280.4859243973133
airnews_sbp,122.1608716337222,270.9251823793469,247.9915410695569,331.67077869035734,508.9115970149493
MarsOrbiter,715.4495295480341,768.674709844736,399.2905294418062,147.50349950866854,673.7089201639451
mrsfunnybones,893.4498668349964,459.75409618508735,470.29546819766136,706.7833546749303,375.7230473242077
jourdayen,898.9424025076867,165.40526590689518,578.408747559656,677.3670556915936,290.7588862532966
ElevensBarGrill,388.21127948739013,969.5746309391423,238.5134569548526,171.08525048241447,776.6520870615517
TextilesIndia17,595.997900658427,412.2522288189776,342.5724819600852,163.6967862699174,282.0759430174587
radionews_sgr,104.2920768003061,923.9559516638119,9.6245463732213,656.29816237466,539.4229119022741
Birdyword,890.8313941691935,31.039364303353523,128.8320582363302,17.41694576307623,222.13191374436292
styledbyindpat,718.1397581252094,363.79002153990785,674.8556192929663,754.1272405782587,243.56897598023903
Bazmccullum,557.4875354644837,825.5569274785925,631.6239049557538,376.8772439660275,727.1415568450448
RajuDhfp,106.34233328513749,114.4864355321586,13.090714784132928,94.68112216853086,4.865434769915411
AmmyVirk,163.41512627130572,232.5687488336904,14.288256408288735,306.6639433753816,16.39854970261967
bprerna,873.3447927780903,294.1667522334174,156.44216364672803,287.4744005616747,310.3701391368412
habbaorg,529.4988777779789,699.662432222449,494.01075066929457,326.83142247290556,865.1155219329576
mmchandramouli,368.0070125708217,758.2942832961775,26.67656557976833,619.9242833094067,276.9862479472058
TownTattle,979.7277166978824,198.46298466687773,304.5130533711186,365.21334645516356,257.5705526144215
david_marchese,970.683363234365,116.28688909287105,163.14155258633878,314.7504015582222,354.56153370210694
Akjaykk,60.03190200873082,202.5943119977437,75.96157588243501,439.7979738275752,22.517328298076457
JamshedpurFC,335.6279253676873,576.2361204476728,110.00951490261541,31.52594587601798,655.5885414125077
Abhinav_Bindra,520.0688684591832,684.325593183887,390.72143465824354,495.8593255084278,575.2612153038148
byron_powell,566.4705905301694,642.6440485314828,623.4610661413565,866.9629607101324,219.23831952754608
PeacefulPc,821.3241720307943,13.009158910438634,133.98465678964462,120.34838526491548,59.064345438768264
coldplay,801.7755463382543,660.3087890923553,21.684304746412252,274.543810467588,302.3548308377483
Fashion_Critic_,817.608544515803,306.4831676312932,927.1434704068965,333.82067402667917,281.6915589285332
gowtam19,537.0011441708233,933.1773588830852,261.4844746566717,938.0700987486767,513.3549148881116
VidyuRaman,476.43337806113215,410.65893892753843,460.1236981741203,868.6037927319559,179.15756146505717
PBNS_India,620.576773263697,740.6997735252756,173.08138282848802,318.165159930501,398.44108891698727
realmadrid,159.113481528814,255.19177617463467,329.83149023338376,258.4833721808792,211.86504594979405
