Name,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range
IndiaToday,700.0175336068844,804.1222124069811,173.27341997042396,461.56456174725815,553.3447074978787
MaulaJattMovie,711.5603872806503,598.142892043855,43.61427928457101,353.15982230568534,143.74192962490883
TwitterAPI,592.8777247496074,636.5503495737422,51.26034316737738,29.667343297389348,829.0813676823878
Wesley_Morris,934.9880271232682,146.17299635995795,628.7938002869193,531.8466152697556,412.3618138522209
bhumipednekar,604.1160711577081,752.882430055517,306.2461587104969,867.4516355446058,281.77431305635815
NickFriedell,861.3032596646138,707.4336896103564,325.10250623073114,204.97094246632963,943.6741696917016
WhoSunilGrover,178.15462515691394,519.5290122832147,156.07304056170125,747.2889145517023,132.5868826719121
DraftstarsIN,125.3758247567811,801.0057570875266,1.92059007631451,14.192276349528854,897.3785238125538
chrisohare1500,221.29494172968361,709.0872124567013,205.94736911047295,359.65673364353114,420.4222204592559
DelhiHeroes,157.0140309455142,828.8332509812209,88.95021708941381,138.41977507346738,646.905736906445
KeitanyMary,326.3780004648431,944.7026365506728,472.9578908679326,877.7388375014184,681.2338603210186
yooday,932.9778524539105,173.95782404591375,73.05711592285746,189.4500585366155,166.38020722118358
eliistender10,644.3344505417213,429.9451295432501,642.0226582948077,913.1663968762467,131.87135537614958
sachin_rt,429.39453201130385,913.7587099019764,825.1290409299177,954.3434351756301,839.721893566809
Michael5SOS,505.93412510893734,418.83860993607334,758.1473202743647,782.6694975948409,218.19526269647466
Iheals,447.97591450517945,255.57497405077035,315.34631354282936,291.70297236007735,299.2623802210682
avigowariker,934.7256768357905,574.8752793561929,859.8579963541634,622.1593340707767,459.8677210553232
DevJhajharia,396.77559372645345,893.217531772311,395.1709566702493,738.3693264752565,799.2929174414138
Actorjiiva,603.4495418881253,700.4276145540667,99.27232845396966,571.6111258739841,280.01805268387903
abhiramgpatil,732.9039561368897,700.00497651388,175.129034890058,180.44168720803333,422.1690324477759
ArjunSaravanan5,659.5368794423997,832.9621064655497,477.027604052757,679.8489571954708,782.4007124798709
clmazin,956.3411561397943,101.67027867644978,351.8018678853433,352.8185362285889,316.15352370093285
BBCBreaking,588.2278880718495,835.997778189744,672.5692645612818,553.6410502682604,594.0766466472844
suziruffell,231.06983084916462,470.8496269721367,694.6249047530231,929.0328101296394,114.59928255153417
SrBachchan,438.2590538102417,571.1398301508598,318.37809592720254,701.656513540086,201.21366010152747
DelhiDynamos,322.4230021867275,850.8188853060817,47.2161560917243,168.52235149218797,713.0006109838156
rbeggin,958.5989394201938,961.9406999378313,796.4465602605854,576.8807314098972,954.4589199255723
KavitaThomas,693.7449807120482,385.9923067787686,938.2868357776171,915.5545758675534,277.3106865398534
rahulbharatsmc,225.48504019260662,725.2336981939349,11.561789314444182,640.642024702047,215.0898090074259
DhivyaDharshini,14.803369590433046,197.5827828086281,51.79958600056983,607.5868808744284,45.25919588157296
luv_ranjan,312.08280783898357,165.52213160260015,44.50188426221408,557.513155169414,35.811341760979495
armani,918.1777086588755,600.4200768464199,729.3784735380054,533.8249767698377,482.74094555257875
dulQuer,457.0077448066372,710.2069145265704,787.1438358082547,903.877376329356,505.85412591518553
ShivAroor,781.251866103094,791.7379185484358,159.3355028616639,447.0353105714906,580.1641522294879
Samanthaprabhu2,189.16839774126947,903.2801237275102,570.6062860367703,995.5592714311884,471.1598845166651
Luke5SOS,217.7689005351383,463.1193628432463,586.5636504875465,714.3420255802855,112.73961418935835
jatinsarna,357.60697171681574,406.492189377602,61.91427646538544,579.9913558242238,180.2230529238412
shalinipandeyyy,758.6300526221088,713.175665977333,247.65637283489278,714.0209591766983,212.61338838630172
imranirampal,258.8185063888808,892.853624182625,292.1132410907159,722.5455708919278,693.4469883313271
dan1shaslam,806.4602953643724,405.8742900193136,135.8316292039205,180.68911849669772,385.4778488306736
BCCIWomen,214.5818944054908,383.112248087442,413.7785535424329,280.13314141671987,29.376778666510784
EntrepreneurIND,686.7979002689954,425.2112338049929,863.2272741616915,101.36056395645754,594.3380140530201
PareshS41182615,283.05176574457425,486.6866788196887,191.91905635582134,583.0694270139951,539.5066763843233
arrameen,109.55171129164864,664.4894464786677,180.45516589230942,889.092561149178,255.44234902407825
7acespune,666.4788737067903,914.4605244238267,377.17650259695034,138.94425914526033,823.2350577878904
_BreathingFire_,256.5289519494091,46.196233816301444,9.694448522006516,55.446207063608476,74.7221211283316
usagiguy,964.1305545054513,834.6877905551884,363.47170519511593,202.3060646233155,661.4597787197164
SSthemovie_,780.3502611583975,714.4653017490582,35.68981151931444,337.9202437731832,253.0915231843781
SuranikaSoni,715.1638625168684,353.83140517610155,81.03039211215219,538.5162315059671,253.5211359872801
SukshnderShinda,42.88319407403623,364.3497672195161,88.23449497801789,641.8837691684564,123.97697482650844
Craig_gov,416.46585769469726,584.5057875332109,237.63235188392323,286.4229927841587,301.17456478489976
NAEEMKHANNYC,851.377328402186,537.1646071414066,783.3904837700896,854.1568454807007,235.96218372084067
EBFCTheSports,190.5031211155549,821.1576881357596,40.49442890215082,102.52112387160427,657.772792088603
jyotiyadaav,844.8949699988594,379.92731085885026,234.86502248475048,224.2290214225851,298.38614746865045
Atlee_dir,207.78608202347192,707.5412724353284,460.2453465337539,968.8477885247022,461.13940457239795
drrashmishetty,949.8765843508903,816.5991495207039,575.2645375919642,188.23326706454512,624.2830799734909
rishikeshlaw,550.1250355163675,882.5497022347156,47.282627478933414,736.8897365108047,401.65156884223984
Legon_2020,383.9055072727134,454.0540349763376,49.597996845585634,46.17867636765089,478.3954580624677
ScottFeinberg,771.7308883040821,873.910466266032,701.9213784299217,986.7712505415509,806.9562897868958
kaushikcbasu,954.4395699625449,573.7286170722518,352.39760662629806,101.86807383047308,670.0258927097628
Kritzika,550.4873180367308,341.9925936428534,49.64823764352688,255.55970055907295,379.7570304880512
PIBHindi,33.86319315611303,185.76753304688165,34.98541485658369,221.68049632443808,1.4195694602086584
TanhajiFilm,416.0702838106628,576.7816400735775,0.4940066666342946,161.26117190300815,82.87994673999077
gauravcsawant,810.0704255461269,878.6660004457403,319.37889066988447,354.6218891508529,637.1217956288395
TheMahiraKhan,618.9754123159819,854.3977590124551,349.4814836355042,994.681629308333,315.7753567422769
sri50,731.4597349664213,541.2403015903838,32.43562767683616,38.190769492056134,190.60431674299173
ASteiner,589.4737367223241,775.6402254012675,464.02284403520343,426.0559276061735,592.4932116620956
UrsVamsiShekar,246.34345647291366,229.2828786336053,18.23666597963275,138.82121937500253,8.993246057988236
Vinayvirmani24,708.8897410282149,680.9132359548364,793.4042438959572,956.4165849138482,357.38654119385023
KagisoRabada25,242.30065350088083,792.0523211834455,323.18947064645283,565.8693774051739,574.4044566507209
cricbuzz,622.4246190375112,486.8191293456463,21.574851015445816,9.972704905844399,475.3276325538965
CuddyWalsh,193.87984427187254,852.2893925831754,351.9829809233753,956.1122263856628,540.6160712183454
Vimraman,612.8087081196086,907.9137104535133,972.7693739001849,991.6190698901825,530.0044846458322
apoorvamehta18,579.9257475970184,197.95856809901002,111.50816370987937,276.6445236772048,20.903522634491967
VikramMotwane,848.580525490787,401.85366844394264,133.67617652080298,336.1817813558689,211.0930863982387
AadhiOfficial,512.8070464144159,676.165291541288,333.95219133644844,874.904471495292,322.17823461533004
humasqureshi,550.9516746031138,364.12857333473073,169.251886008862,797.3391601567772,101.10325479450417
vathsanatheart,936.3174365461622,209.41366228714753,212.0621390708442,324.5415442847698,279.7304937819465
directorvamshi,522.3654975118232,880.7547865826415,272.68715178251745,857.863149303334,442.6933963208223
mayurpuri,825.5488084985932,242.65891789614503,92.0561406835454,503.18662336017695,192.65269066345908
RobAndrew19,196.3677812083926,791.3759979119178,130.0966580161037,610.680302556573,426.6654161110174
JamesMerry17,534.5649551155061,264.8772997414511,120.1768845750657,221.8785727872421,377.33621604577803
colourblueorg,933.1598885784582,713.1915882204485,223.44585954931884,845.541909531371,204.1121515262188
SEC_Investor_Ed,767.1309262238934,719.2197742414115,880.0717731455035,175.01719408867356,983.8653586908538
BelindasWalk,482.9175689017886,647.2353169132264,553.0554420989345,975.0200545438456,287.0360571655692
SandeepSeminars,72.75299099839627,191.8372681079546,0.5371485473409376,75.48371295755702,438.9136094440556
PanoramaMovies,664.3396942382269,449.3248584758182,29.89888743568814,263.02440708211554,63.783675177726764
gaGunNarang,594.1080922359607,724.0062773657215,375.34352260960344,565.9052675608136,714.6463725035628
prasarbharati,218.32280465385884,484.5399129614276,9.783039229807,11.739341988038666,232.69287897656244
OfficialSPGB,991.5121833423979,678.5869256284642,217.52565453360089,3.0335228261538782,855.9011125040328
deray,892.4563349851509,873.0277512851335,519.5411276432218,637.1061439472394,828.1723184044719
abhisar_sharma,549.4091768384491,511.55694657785756,101.30649016964222,659.9573310232603,254.13652989933604
j_m_wood,929.9048339012367,109.66427901473114,368.6559696817951,184.97603437497656,474.308885937769
BabitaPhogat,211.49557625201592,392.93417977887754,39.51176820576896,645.3372744780793,102.0118906473143
sonalchauhan7,537.0156887668452,744.3280956983323,436.8907641830876,783.0270620948048,444.9976073797258
TierraWhack,644.3576695151103,183.3716357484158,284.9429041759268,192.67901688020666,395.36763550788794
HARRDYSANDHU,355.4195992593125,693.1491446238052,256.32173281987804,630.129165911441,364.34799469762635
VishnuThejPutta,164.87271458020226,221.97892677691738,11.905335997467514,189.3143202522398,18.59860169953026
Mashionpk,871.9024369774169,736.4956650774731,868.8635706651777,511.2021619654656,694.4040367939122
GT20Canada,226.15830626263661,829.9472422795054,110.79518960576156,48.66774711686922,857.2550040337337
TedhiLakeer,535.385575161425,148.7675120914869,216.35348782052543,569.5423365724617,100.36272188713602
anshultrivedi47,582.5052866103401,549.2500584736057,51.85703154353277,436.5930961633704,282.1935491825855
SubhashK_Jha,986.9669682719813,150.89345162108836,281.66985028704477,60.66157365188551,197.77721288592514
RajheshVaidhya,239.33528004748527,116.77343137408624,177.74993021823937,293.74575971552963,20.916344706779334
TimesNow,761.0736863323219,580.655236506551,402.9127257085192,304.0857722109039,449.8199760618076
Investingcom,702.3856020233692,614.6438227471293,531.7165700638631,61.82287434800471,782.4671980192443
Farooqui_Naved,753.7459261328345,689.5956043921227,138.2675759945492,420.6719036903097,424.98135479222844
Ishratfatima63,230.6343338601935,355.29966188209335,39.24481649226069,558.6975072800684,26.379194770047796
john_atki,907.4250769242414,676.2025551618959,325.15429855347685,357.6572777934677,445.93992707560477
HHCGuiltFree,311.5114254150595,76.92083867162309,306.99439176384504,304.6924433756525,2.055336891618631
khushsundar,723.0739530883759,779.4166528194258,106.07967289144116,675.0581535643935,451.7884756384063
caitlindechelle,133.9602130572427,877.819262482475,534.9341894484033,667.0048194519708,530.8592906830231
film_worm,911.9975798702274,314.2390522660957,164.9183780796748,290.33766155524637,368.9451542558467
SS_Screens,607.048303452978,709.6741368751431,98.1458389557861,631.890697297373,172.9469524082624
aimim_national,932.3648399738901,847.591146380555,452.8738892731028,133.19820939449028,706.4407251015415
liddytronic,896.6271597660455,7.475696867132065,97.48310625318007,29.473526339890643,213.37075844044307
moderatenormal,548.3343258948089,96.16558050641395,461.48026792975884,212.96142501885257,164.44082061568523
gilly381,518.8750143965995,672.17147959095,394.2624746582096,570.7111316733308,440.80429462444664
HUGOBOSS,830.881348312839,904.6885168520078,489.7348906266918,436.0948949946429,711.4888985471117
JohannaKonta,363.0336883761163,668.5137749365817,403.6549168243752,662.7369207127624,326.23111050421005
NagarSugandha,358.04735035912285,714.4564510916682,78.16474697767767,370.6182491791421,453.51270540774414
StellarEsport,454.54755334980257,641.1448103222272,37.948208208683724,2.255752428543145,699.8172235124345
Nawazuddin_S,768.9251280863645,687.1358390365607,91.19255259759434,794.8714988235273,217.2207164736286
VrenThambidorai,946.4267912658189,579.6757522010623,119.14979909330992,335.2074890294605,327.06666671290986
VisitAbuDhabi,886.9930897715494,578.3546692048044,807.3113914104108,560.970747506877,651.4328555706412
WoakesMitch,76.63131212344577,733.1755572941925,97.1111421363327,641.814633170275,509.7869934789176
EntrepreneurAPJ,862.230803840351,574.3313402502498,872.1658637571563,36.22425635777798,847.2983153607498
ayesha_m_omar,840.0784901497055,675.1050111041217,534.0003757153561,839.8735276972737,200.50530556754615
imDhoni_fc,373.8773367291334,725.7775482874687,89.27170785019368,274.1099155373337,719.9285010744276
shreyaghoshal,450.6313673656286,405.24816730608603,118.59953134587481,681.2114959639949,129.10430383441857
OMGFacts,989.0447046870374,279.48521140109426,402.11932726989613,20.166298233668055,777.9448355844645
atulkasbekar,646.27733404227,461.1348244988006,87.73320628492482,86.77646466819705,540.4172698773041
UTurnTheMovie,544.0284546919833,776.9145939844939,101.0052008152072,421.6968947993545,247.6333116520691
INCIndia,756.2880889718035,955.9629870419845,468.8029254476004,499.8572930114178,903.421247527134
ltaford,828.1624104906148,619.5069922873037,297.2836821918154,385.47867443294365,659.0807509200656
KarulkarSameer,645.7925304363946,724.1196477029712,586.011333590959,403.16993603779036,558.2945976464488
MirrorNow,905.4496916220343,735.5522132666301,527.2096967180275,204.18807199810584,636.146905948076
sidkaul22,367.7479017154383,887.2801984099627,286.86233927635305,803.5692531998707,650.3073431923478
bealoayza,964.7782841038553,44.14286938389406,169.47234048465654,148.83489320605315,152.78869270742285
